"Date Of Stop","Month Of Stop","Year Of Stop","Time Of Stop","Time Period","Description","Belts","Personal Injury","Commercial License","Commercial Vehicle","Vehicle Type","Year","Make","Model","Color","Race","Gender"
"05/16/2012","05","2012","00:38:00","00-01","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","BMW","4S","SILVER","BLACK","M"
"05/01/2012","05","2012","13:12:00","13-14","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH","No","No","No","No","02 - Automobile","2011","HYUN","SONATA","BLUE, DARK","WHITE","M"
"03/07/2013","03","2013","11:02:00","11-12","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2011","MAZDA","6","GRAY","WHITE","M"
"10/13/2013","10","2013","17:16:00","17-18","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","No","No","No","No","02 - Automobile","2011","HOND","ODYSSEY","GRAY","ASIAN","M"
"08/29/2012","08","2012","01:15:00","01-02","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL","No","No","No","No","02 - Automobile","2011","CHEVROLET","IMPALA","WHITE","BLACK","M"
"07/31/2012","07","2012","21:48:00","21-22","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","CHEV","AVEO","GRAY","WHITE","M"
"07/31/2012","07","2012","21:48:00","21-22","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","02 - Automobile","2011","CHEV","AVEO","GRAY","WHITE","M"
"07/31/2012","07","2012","21:48:00","21-22","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL","No","No","No","No","02 - Automobile","2011","CHEV","AVEO","GRAY","WHITE","M"
"05/12/2013","05","2013","14:49:00","14-15","AGGRESSIVE DRIVING","No","No","No","No","02 - Automobile","2011","DODGE","CARAVAN","BLACK","WHITE","M"
"12/12/2012","12","2012","01:42:00","01-02","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2011","TOYT","TACOMA","GRAY","ASIAN","M"
"01/04/2014","01","2014","22:28:00","22-23","FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR","No","No","No","No","02 - Automobile","2011","HONDA","ACCORD","GRAY","BLACK","M"
"01/04/2014","01","2014","22:28:00","22-23","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2011","HONDA","ACCORD","GRAY","BLACK","M"
"01/04/2014","01","2014","22:28:00","22-23","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","No","No","No","No","02 - Automobile","2011","HONDA","ACCORD","GRAY","BLACK","M"
"09/11/2014","09","2014","08:08:00","08-09","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","CHEVROLET","CRUZE","RED","WHITE","M"
"05/30/2012","05","2012","21:25:00","21-22","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2011","CHEVROLET","4S","BROWN","WHITE","F"
"02/21/2016","02","2016","03:26:00","03-04","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","Yes","No","02 - Automobile","2011","FORD","EXPED","SILVER","WHITE","M"
"12/31/2013","12","2013","21:30:00","21-22","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2011","KIA","SORENTO","SILVER","BLACK","M"
"04/07/2012","04","2012","20:59:00","20-21","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICES IN UNFAVORABLE VISIBILITY COND","No","No","Yes","No","02 - Automobile","2011","NISSAN","ROGUE","GRAY","ASIAN","M"
"04/27/2012","04","2012","21:00:00","21-22","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2011","VOLV","XC90","BLACK","WHITE","M"
"03/07/2014","03","2014","16:39:00","16-17","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","VOLKSWAGON","JETTA","GRAY","WHITE","F"
"03/24/2015","03","2015","23:52:00","23-24","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2011","VOLKSWAGEN","JETTA","BLACK","BLACK","M"
"12/01/2012","12","2012","14:55:00","14-15","UNSAFE LANE CHANGING","No","No","No","No","02 - Automobile","2011","DODGE","AVENGER","GRAY","HISPANIC","M"
"10/13/2012","10","2012","22:13:00","22-23","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","HONDA","PILOT","GRAY","WHITE","M"
"10/13/2012","10","2012","22:13:00","22-23","RT. TURN FROM IMPROPER ROAD POSITION","No","No","No","No","02 - Automobile","2011","HONDA","PILOT","GRAY","WHITE","M"
"10/05/2014","10","2014","23:15:00","23-24","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2011","MAZDA","3","GRAY","BLACK","M"
"10/05/2014","10","2014","23:15:00","23-24","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2011","MAZDA","3","GRAY","BLACK","M"
"07/31/2012","07","2012","07:32:00","07-08","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","02 - Automobile","2011","NISSAN","ALTIMA","BLACK","WHITE","F"
"01/16/2012","01","2012","14:12:00","14-15","FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS","No","No","No","No","02 - Automobile","2011","MERCEDES BENZ","E550","BLACK","BLACK","M"
"11/27/2012","11","2012","00:46:00","00-01","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2011","LEXUS","IS250","WHITE","ASIAN","F"
"11/27/2012","11","2012","00:46:00","00-01","DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2011","LEXUS","IS250","WHITE","ASIAN","F"
"11/27/2012","11","2012","00:46:00","00-01","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2011","LEXUS","IS250","WHITE","ASIAN","F"
"11/27/2012","11","2012","00:46:00","00-01","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2011","LEXUS","IS250","WHITE","ASIAN","F"
"05/04/2015","05","2015","22:03:00","22-23","FAILURE TO STOP AT STOP SIGN","No","No","No","No","02 - Automobile","2011","NISSAN","ROGUE","GRAY","WHITE","F"
"05/04/2015","05","2015","22:03:00","22-23","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","02 - Automobile","2011","NISSAN","ROGUE","GRAY","WHITE","F"
"06/10/2012","06","2012","03:46:00","03-04","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2011","HUNDAI","ELANTRA","SILVER","BLACK","F"
"01/28/2014","01","2014","02:18:00","02-03","FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR","No","No","No","No","02 - Automobile","2011","HONDA","ACCORD","GRAY","BLACK","M"
"01/28/2014","01","2014","02:18:00","02-03","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2011","HONDA","ACCORD","GRAY","BLACK","M"
"10/18/2015","10","2015","01:20:00","01-02","IMPROPER DISPLAY OF CURRENT AND VINTAGE REG. PLATES","No","No","No","No","02 - Automobile","2011","NISSAN","ALTIMA","RED","BLACK","M"
"11/22/2014","11","2014","07:31:00","07-08","DRIVER MAKING PROHIBITED U-TURN ON CURVE","No","No","No","No","05 - Light Duty Truck","2011","TOYOTA","INFINITI","BLACK","WHITE","M"
"06/08/2014","06","2014","17:20:00","17-18","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL","No","No","No","No","02 - Automobile","2011","TOYTA","HIGHLANDER","RED","BLACK","M"
"10/05/2013","10","2013","19:18:00","19-20","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2011","TOYOTA","RAV4","BLACK","WHITE","M"
"02/12/2015","02","2015","09:24:00","09-10","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2011","FORD","4D","BLACK","WHITE","M"
"02/12/2015","02","2015","09:24:00","09-10","ALLOWING VEH. TO BE DRIVEN ON HWY. WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2011","FORD","4D","BLACK","WHITE","M"
"08/27/2015","08","2015","22:39:00","22-23","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","No","No","No","No","02 - Automobile","2011","CHEV","IMPALA","BLACK","WHITE","M"
"08/27/2015","08","2015","22:39:00","22-23","FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR","No","No","No","No","02 - Automobile","2011","CHEV","IMPALA","BLACK","WHITE","M"
"08/27/2015","08","2015","22:39:00","22-23","FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE","No","No","No","No","02 - Automobile","2011","CHEV","IMPALA","BLACK","WHITE","M"
"08/27/2015","08","2015","22:39:00","22-23","POSSESSING SUSPENDED LIC.","No","No","No","No","02 - Automobile","2011","CHEV","IMPALA","BLACK","WHITE","M"
"08/27/2015","08","2015","22:39:00","22-23","POSSESSING REVOKED LIC.","No","No","No","No","02 - Automobile","2011","CHEV","IMPALA","BLACK","WHITE","M"
"08/27/2015","08","2015","22:39:00","22-23","DISPLAY REVOKED LIC.","No","No","No","No","02 - Automobile","2011","CHEV","IMPALA","BLACK","WHITE","M"
"03/31/2014","03","2014","23:13:00","23-24","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2011","FORD","CROWN VICTORIA","YELLOW","WHITE","M"
"11/19/2015","11","2015","00:55:00","00-01","FAILURE TO PROPERLY PLACE REGISTRATION PLATE TO VEHICLE","No","No","No","No","02 - Automobile","2011","DODGE","CHALLENGER","WHITE","BLACK","M"
"04/26/2015","04","2015","22:43:00","22-23","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","FORD","EXPLORER","BLACK","BLACK","M"
"09/25/2015","09","2015","09:10:00","09-10","FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP","No","No","No","No","02 - Automobile","2011","KIA","FORTE","SILVER","OTHER","M"
"09/25/2015","09","2015","09:10:00","09-10","DRIVING UNSAFE VEH. ON HWY.","No","No","No","No","02 - Automobile","2011","KIA","FORTE","SILVER","OTHER","M"
"10/06/2014","10","2014","15:30:00","15-16","FAILURE TO PROPERLY DISPLAY SPECIAL REG. PLATE AS REQUIRED BY TA 13-411","No","No","No","No","02 - Automobile","2011","KIA","OPTIMA","SILVER","BLACK","F"
"01/30/2016","01","2016","01:36:00","01-02","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","DODGE","4D","BLACK","WHITE","M"
"01/30/2016","01","2016","01:36:00","01-02","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2011","DODGE","4D","BLACK","WHITE","M"
"01/30/2016","01","2016","01:36:00","01-02","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2011","DODGE","4D","BLACK","WHITE","M"
"01/30/2015","01","2015","14:26:00","14-15","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2011","HONDA","CIVIC","BLACK","WHITE","M"
"12/31/2015","12","2015","14:26:00","14-15","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH","No","No","No","No","02 - Automobile","2011","VOLV","SUV","BLACK","WHITE","M"
"12/31/2015","12","2015","14:26:00","14-15","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 44/30","No","No","No","No","02 - Automobile","2011","VOLV","SUV","BLACK","WHITE","M"
"07/22/2015","07","2015","20:25:00","20-21","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","No","No","No","No","02 - Automobile","2011","HONDA","ACCORD","BLUE, DARK","WHITE","F"
"07/22/2015","07","2015","20:25:00","20-21","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2011","HONDA","ACCORD","BLUE, DARK","WHITE","F"
"03/01/2015","03","2015","02:24:00","02-03","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2011","NISSAN","SUV","BLACK","BLACK","F"
"11/19/2015","11","2015","19:46:00","19-20","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2011","FORD","FIESTA","GRAY","WHITE","M"
"10/14/2013","10","2013","00:59:00","00-01","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2011","FORD","TK","MAROON","WHITE","M"
"01/23/2017","01","2017","23:39:00","23-24","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2011","LINC","TK","BLACK","BLACK","M"
"01/23/2017","01","2017","23:39:00","23-24","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","LINC","TK","BLACK","BLACK","M"
"01/28/2017","01","2017","00:20:00","00-01","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2011","VOLKS","4S/JETTA","BLACK","ASIAN","F"
"02/11/2017","02","2017","19:07:00","19-20","FAILURE TO CARRY REGISTRATION CARD WITHIN VEHICLE","No","No","No","No","02 - Automobile","2011","TOYOTA","RAV4","BLACK","WHITE","M"
"02/11/2017","02","2017","19:07:00","19-20","FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS","No","No","No","No","02 - Automobile","2011","TOYOTA","RAV4","BLACK","WHITE","M"
"02/11/2017","02","2017","19:07:00","19-20","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2011","TOYOTA","RAV4","BLACK","WHITE","M"
"03/10/2017","03","2017","15:45:00","15-16","DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION","No","No","No","No","02 - Automobile","2011","FORD","FOCUS","SILVER","BLACK","M"
"04/18/2013","04","2013","16:02:00","16-17","DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT","Yes","No","No","No","02 - Automobile","2010","NISS","ALTIMA","BLACK","WHITE","M"
"06/15/2014","06","2014","21:21:00","21-22","FOLLOWING VEH. TOO CLOSELY","No","No","No","No","02 - Automobile","2010","HYUN","ELANTRA","BLACK","WHITE","F"
"04/14/2014","04","2014","12:55:00","12-13","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","Yes","No","No","No","02 - Automobile","2010","MAZD","3","GRAY","WHITE","M"
"06/19/2014","06","2014","21:08:00","21-22","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2010","DODGE","CHARGER","RED","BLACK","F"
"02/27/2015","02","2015","00:03:00","00-01","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","Yes","No","02 - Automobile","2010","VOLK","JETTA","WHITE","WHITE","M"
"01/13/2013","01","2013","23:57:00","23-24","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY","No","No","No","No","02 - Automobile","2010","HONDA","ACCORD","WHITE","OTHER","M"
"01/13/2013","01","2013","23:57:00","23-24","DRIVING WHILE IMPAIRED BY DRUGS OR DRUGS AND ALCOHOL","No","No","No","No","02 - Automobile","2010","HONDA","ACCORD","WHITE","OTHER","M"
"01/13/2013","01","2013","23:57:00","23-24","DRIVING WHILE IMPAIRED BY A CONTROLLED DANGEROUS SUBSTANCE","No","No","No","No","02 - Automobile","2010","HONDA","ACCORD","WHITE","OTHER","M"
"03/20/2014","03","2014","22:01:00","22-23","EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2010","NISS","ROGUE","BLACK","BLACK","F"
"01/18/2012","01","2012","07:26:00","07-08","FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION","No","No","No","No","02 - Automobile","2010","TOYT","RAV4","SILVER","BLACK","F"
"02/12/2015","02","2015","00:27:00","00-01","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2010","TOYOTA","CAMRY","BLACK","BLACK","M"
"01/13/2013","01","2013","23:57:00","23-24","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED","No","No","No","No","02 - Automobile","2010","HONDA","ACCORD","WHITE","OTHER","M"
"01/13/2013","01","2013","23:57:00","23-24","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2010","HONDA","ACCORD","WHITE","OTHER","M"
"01/13/2013","01","2013","23:57:00","23-24","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2010","HONDA","ACCORD","WHITE","OTHER","M"
"06/30/2013","06","2013","22:00:00","22-23","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2010","MITS","4D","WHITE","WHITE","M"
"06/30/2013","06","2013","22:00:00","22-23","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","No","No","No","No","02 - Automobile","2010","MITS","4D","WHITE","WHITE","M"
"06/30/2013","06","2013","22:00:00","22-23","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2010","MITS","4D","WHITE","WHITE","M"
"06/30/2013","06","2013","22:00:00","22-23","VEH. DRIVER GIVING FALSE AND FICTITIOUS NAME TO UNIFORMED POLICE","No","No","No","No","02 - Automobile","2010","MITS","4D","WHITE","WHITE","M"
"06/30/2013","06","2013","22:00:00","22-23","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2010","MITS","4D","WHITE","WHITE","M"
"02/25/2013","02","2013","10:09:00","10-11","EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 35 MPH ZONE","No","No","No","No","02 - Automobile","2010","MAZDA","3","GRAY","WHITE","M"
"02/25/2013","02","2013","10:09:00","10-11","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2010","MAZDA","3","GRAY","WHITE","M"
"04/14/2013","04","2013","01:56:00","01-02","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","No","No","No","No","02 - Automobile","2010","VOLKS","GTI","BLACK","BLACK","M"
"04/14/2013","04","2013","01:56:00","01-02","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2010","VOLKS","GTI","BLACK","BLACK","M"
"07/04/2015","07","2015","19:31:00","19-20","FAILURE TO DRIVE RIGHT OF CENTER","No","No","No","No","02 - Automobile","2010","NISSAN","SENTRA","SILVER","OTHER","F"
"06/30/2013","06","2013","22:00:00","22-23","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2010","MITS","4D","WHITE","WHITE","M"
"05/22/2012","05","2012","11:37:00","11-12","OPERATOR NOT RESTRAINED BY SEATBELT","No","No","No","No","02 - Automobile","2010","NISSAN","SENTRA","SILVER","WHITE","M"
"03/09/2015","03","2015","02:40:00","02-03","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2010","HONDA","ACCORD","GRAY","BLACK","F"
"09/08/2012","09","2012","02:07:00","02-03","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL","No","No","No","No","02 - Automobile","2010","HOND","ACCORD","BLACK","WHITE","F"
"09/08/2012","09","2012","02:07:00","02-03","DRIVING WHILE IMPAIRED BY ALCOHOL","No","No","No","No","02 - Automobile","2010","HOND","ACCORD","BLACK","WHITE","F"
"09/08/2012","09","2012","02:07:00","02-03","EXCEEDING MAXIMUM SPEED: 81 MPH IN A POSTED 50 MPH ZONE","No","No","No","No","02 - Automobile","2010","HOND","ACCORD","BLACK","WHITE","F"
"09/08/2012","09","2012","02:07:00","02-03","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY","No","No","No","No","02 - Automobile","2010","HOND","ACCORD","BLACK","WHITE","F"
"04/11/2012","04","2012","16:09:00","16-17","FAILURE YIELD RIGHT OF WAY ON LEFT TURN","No","No","No","No","02 - Automobile","2010","HONDA","ODYSSEY","BLUE","WHITE","M"
"10/18/2012","10","2012","03:53:00","03-04","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL","No","No","No","No","02 - Automobile","2010","TOYOTA","COROLLA","BLACK","WHITE","F"
"10/18/2012","10","2012","03:53:00","03-04","DRIVING WHILE IMPAIRED BY ALCOHOL","No","No","No","No","02 - Automobile","2010","TOYOTA","COROLLA","BLACK","WHITE","F"
"10/18/2012","10","2012","03:53:00","03-04","DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE","No","No","No","No","02 - Automobile","2010","TOYOTA","COROLLA","BLACK","WHITE","F"
"08/16/2013","08","2013","13:00:00","13-14","DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT","No","No","No","No","02 - Automobile","2010","AUDI","4S","BLACK","ASIAN","M"
"02/08/2014","02","2014","16:22:00","16-17","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2010","HYUNDAI","ELANTRA","GRAY","BLACK","F"
"04/06/2012","04","2012","18:32:00","18-19","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2010","CHRYSLER","SEBRING","WHITE","BLACK","M"
"10/23/2013","10","2013","07:59:00","07-08","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2010","LEXS","4D","BLACK","WHITE","F"
